;name;phones;mails;address;company;people;inn
4842;viber.click/79048770604;;;;;;
4843;wa.me/79048770604;89048770604;;;;;
4844;eanko.com;;;;;;
4845;t.me/zemlom;;;;;;
4846;tgs72.ru/housing/zhiloy-dom-ul-gertsena-43;;r-stroy@bk.ru,oootgs72@mail.ru;Тюмень, ул. Кирова	Тюмень, ул.Кирова;;;
4847;atmosfera32.ru;84089090126,89103334233,89307308555,87815266784,89621395186,89803100645,88003337890,89307280233,81235262849,84572287541,89102301105,89621395185,89206037707,89107431220,89100343055,89215441198,81185264868,89367259131,80685237804,89107430118;samosvat.ev@sz-fa.ru,zaycevasav@gmail.com,zabelina.ni@sz-fa.ru,fk.bryansk@gmail.com,roshina.em@sz-fa.ru,chmutova.av@sz-fa.ru,info@atmosfera32.ru,rudtsova.fk@gmail.com,andriyashkinams@gmail.com;Брянск, ул. Евдокимова	Брянск, ул. Дуки;;;
4848;atmosfera32.ru/realty/object/romanovskiy;88003337890;info@atmosfera32.ru;;;;
4849;sochi-belarus.ru/%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0-%D0%B0%D0%BF%D0%B0%D1%80%D1%82%D0%B0%D0%BC%D0%B5%D0%BD%D1%82%D0%BE%D0%B2;;;;;;
4850;cspn.ru;84991413493,84995048851;info@cspn.ru,morozini@list.ru;Москва, ул. Грина	Москва, ул. Маршала	Москва, ул.Льва	Москва, ул.Госпитальный	Москва, ул. Кржижановского	Москва, ул.Снежная	Москва, ул. Полоцкая;;;
4851;youtube.com/channel/ucywnztvtwpwabptjmm95c4g;;;;;;
4852;apbmozaika.ru;84951059090,84955310106,84997329142,84992683836,89958880120,84954166015,84956566754,84991585611,84991928000,84997849544,84957146012,84996196307;mail@apbmozaika.ru;Одинцово, ул.Маршала	Центральный, ул. Советская	Красногорск, ул. Школьная	Красногорск, ул. Жуковского	Долгопрудный, ул. Дирижабельная	Одинцово, ул. Молодежная	Москва, ул. Кржижановского;;;7727814245
4853;vk.com/apbmozaika;84999689595;;;;;
4854;toc-fortuna.ru;;;;;;
4855;graf26.ru;;;;;;
4856;zemlefond33.ru;;494-298info@zemlefond33.ru;Владимир, ул. Большая;;;
4857;smu-invest.ru;88007000608,84957218088,88123854136;support@beget.com,bills@beget.com,manager@beget.com;;;;
4858;sevproektmontaj.com/objects/favorit;89787490636,89782806315;;Севастополь, ул. Тараса;;;
4859;rosinv.ru;88001003434,88632017151,84959405401;корреспонденцииmail@rosinv.ru,Пресс-службаpressa@rosinv.ru;;;;
4860;r22.rosinv.ru;;;;;;
4861;stroyservisrus39.ru;89527963814;jiser@mail.ru;Гурьевск, ул. Свободная	Гурьевск, ул. Калининградское;;;
4862;sm-city.ru/proekty/bograda;83912779901;info@sm-city.ru;;;;
4863;city-xxi.ru/projects/albatros;84959338855;;;;;
4864;finbc.org;80000000027,88123038232,88127402060;;;;;
4865;listgroup.ru/berezovye-allei;;stroitelstvo@list.ru;;;;
4866;smu1.org/1-sekcziya-liter-6-po-ul-revolyuczionnaya-m.r.-avdotinecz.html;;;Иваново, ул. Кузнецова	Кохма, ул.Октябрьская;;;
4867;c-n48.ru;;;;;;
4868;viber.click/89046862815;;;;;;
4869;wa.me/89046862815;89046862815;;;;;
4870;dnp-yagodnoe.ru/malinki;89112488326,89112829884,89219622116;282-98-84Электропочтаvbolshu@mail.ru,vbolshu@mail.ru;;;;
4871;yasnaya.tomsk.ru;;;;;;
4872;t.me/wiser8;;;;;;
4873;rodzem.ru/zemelnie-uchastki/ujniy_mis2;84956461334,84951182028;;;;;
4874;zem-delo.ru/dachnyeposelki/poselki/semeynyy-next;;;Москва, ул. Александра;;;
4875;ecopark55.ru;89681027291;info@ecopark55.ru;Омск, ул. Октябрьская;Газпромбанк	СЗ 	Сбербанк	Уралсиб;;5503133743
4876;clevergrad.ru;;;;;;
4877;nevaproperty.com;88123325426;info@nevaproperty.ru,info@nevaproperty.com;Санкт-Петербург, ул. Барочная;;;
4878;cleverpremium.ru;;;;;;
4879;new.vk.com/clevergrad;88122105256,88124261100;;;;;
4880;zem.eco;84995011101;;;;;
4881;zem.eco/villages/gorkovskoe-shosse/dubrava;84995011101;;;;;
4882;villa-crimea.com.ru;89780166827,88006000019,89781806060,89788881618,89787512606,89787605400,89788430298,89785785700,89781831010,89788612444,89786004162,89780349443,89788161695,89787412312,89780811102;n.kryma@mail.ru,agent-alushta@mail.ru,estate-crimea@mail.ru,nastya_villa@mail.ru,eugenn@list.ru,andrej-8105@mail.ru,79780166827@mail.ru,evgenii.crimea@mail.ru,office_estate@mail.ru,one.karina.one@mail.ru,sergeyandera@gmail.com,bobrov.crimea@mail.ru,villa-crimea@mail.ru;Алушта, ул. Сергеева-Ценского	Алуште, ул.Симфепольская	Ялта, ул. Большевистская	Алушта, ул. Горького	Восход, ул. Авроры	Лучистое, ул. Ай-Костанди	Восход, ул. Наташинская	Партенит, ул. Васильченко	Алушта, ул. Красноармейская	Алушта, ул. Ленина	Семидворье, ул. Судакское	Алушта, ул. Партизанская	Алуште, ул. Симферопольская;Специализированный застройщик ;;
4883;karneol-stroy.ru;89609369594,89619828577;;Бийск, ул. Эдуарда;Карнеол;;2225020546
4884;sklad-24.ru;80430044204,88003336563,82006400200,84952302317;info@sklad-24.ru;Дзержинский, ул. Алексеевская	Дзержинский, Улица Алексеевская;;;1531011466
4885;vk.com/sklad_24;84996863156;info@sklad-24.ru;Дзержинский, Улица Алексеевская;;;
4886;youtube.com/channel/ucir0tj1jsfhdiyhnwl-dcbg;;;;;;
4887;holidayholiday.ru;80000000000,88126499883,87227181114;sale@holidayholiday.ru,info@holidayholiday.ru;;;;3333333333
4888;na-zvezde.ru;;admin@na-zvezde.ru;;;Сыщикова И. А.	Рязанцев А. Д.	Матюнина Е. А.;
4889;zvezda1956.ru;89154656525,81040000000,89031865034,89165262493,89257710121,89266207254,89647286870,80381030031,89686368971,80381083800,81014525000;snt_rk22@mail.ru,zvezda43km@mail.ru,tu.elugli@yandex.ru;Электроугли, улица Маяковского	Ногинск, ул. Советская;;;
4890;youtube.com/channel/uckzj92hmdidcmxlat-4rfkw;;;;;;
4891;normann.ru;;;;;;
4892;sale.tekince.ru/nedvizhimost/dom-turistskaya-yalta;89787091545,89787527200;;;;;
4893;ars-group24.ru;80281002046,89232880011,89631916315,83912926933,89632576645,81045004000;arsgrupp90@mail.ru;Красноярск,ул. Авиаторов;Арс-групп;;2465284479
4894;anapa-domostroy.ru;89999999999,82375000083,88002228275;info@anapa-domostroy.ru;Гостагаевская, ул. Почтовая	Гостагаевская, ул. Трудящихся	Гостагаевская, ул. Крымская	Гостагаевская, ул. Садовая	Гостагаевская, ул. Кубанская	Гостагаевская, ул. Огородная	Гостагаевская, ул. Степная	Гостагаевская, ул. Чапаева;;;
4895;t.me/anapa_domostroy;;;;;;
4896;youtube.com/c/%D0%B4%D0%BE%D0%BC%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B91;;;;;;
4897;ok.ru/group/55964550365202;;;;;;
4898;vk.com/dmstroyanapa;88002228275;;;;;
4899;youtube.com/c/%D0%94%D0%BE%D0%BC%D0%BE%D0%A1%D1%82%D1%80%D0%BE%D0%B91/videos;;;;;;
4900;wa.me/79649324769;89649324769;;;;;
4901;youtube.com/channel/ucmvk_ndlgimij3ylji48k3q/videos;;;;;;
4902;capital-in.ru/anji-city.php;89882935544;capital-in@mail.ru;;;;
4903;viber.click/9520911119;;;;;;
4904;wa.me/79520911119;89520911119;;;;;
4905;youtube.com/channel/ucsitbdn3lzzq56rgiznuclw;;;;;;
4906;tpsh.vbi-tambov.ru;81080000000,80000000000,80030003300,80057006900,89599371078,80050002000,80036002000,89158858783,85003891601,87007300200,80281026100,88003300320,82002000360;tpsh@yandex.ru;Тамбов, ул.Бастионная	Тамбов, ул. Моршанское	Тамбов, ул.Ипподромная;Тамбовский завод ЖБИ;;6829001720
4907;souz-zastroi.ru;88633220255,88005501347,89255548046,89264449055,88002012777,89991234567;khrushchelevaropkr@souz-zastroi.ru,kravchenkoal@souz-zastroi.ru,bogdanov@souz-zastroi.ru,alpaidze.a.g@souz-zastroi.ru,yatsenko@souz-zastroi.ru,personal@souz-zastroi.ru,info@souz-zastroi.ru,franch1@souz-zastroi.ru,direktor@souz-zastroi.ru,rop_sz@souz-zastroi.ru,darbinyan@souz-zastroi.ru,shevchenko@souz-zastroi.ru,franch4@souz-zastroi.ru,kondrashova@souz-zastroi.ru,ip.vage@souz-zastroi.ru,aleksan.promo@gmail.com;Москворечье-Сабурово, ул Борисовские	Арбат, ул. Арбат;;;
4908;prostor21.ru;89674734547,89176790191,89276688544,88002005434,89033587172,89176670829,89170653978,89196735072,89176540908,89623218082,89023270092,89053410559,89176725553,88007751122,89278460879,89373712586,89170640778,89170787537,89170660714,89170653008,89053424467,89170654036,89876601407,89370103635;prostor_21@mail.ru,evsivanova@sberbank.ru,yk.nash.bit_21@mail.ru,388544@mail.ru,sesyukinaov@sovcombank.ru,coz_cheb@vtb.ru;Чебоксары, улица Социалистическая	Чебоксары, ул. Социалистическая;Альтернатива	СЗ Простор	КБ ДельтаКредитбанк	Хоумстрой	КБ ДельтаКредит	СЗ 	ХОУМСТРОЙ	УК 	Простор	Волна;;
4909;vk.com/prostor21cheb;89674734547,89276688577,89033587172,89170660714,89196735072;evsivanova@sberbank.ru;;СЗ 	Специализированный застройщик 	Альтернатива;;
4910;ok.ru/group/55116860489835;;;;;;
4911;t.me/+79276688577;89276688577;;;;;
4912;viber.click/79276677277;;;;;;
4913;wa.me/79276677277;89276677277;;;;;
4914;youtube.com/channel/ucm4eg1i58hqsh23jk6w8k5w;;;;;;
4915;aovm.ru/ulica-bolshaya-yakimanka;84955518328;;Москва, улица Знаменка	Москва, улица Шаболовка	Москва, улица Большая	Москва, улица Малая	Москва, улица Коровий;;;
4916;uk-sov.ru;89289056562,88632225413,80309020205,88632220385,89286039439,88632634206;uk-sov@mail.ru;;УК 37 - Район	УК Четвертая	УК ЖКХ Советского района	МПП ЖКХ Советского района -5	УК ЖКХ-Советского района	УК ЖКХ-37	Ростовгоргаз	УК ЖКХ-44	УК Вторая	ЭРЛ-1	УК Пятая	УК ЖКХ-4	УК 37-Район	УК Первая	Донэнргосбыт	УК ЖКХ-3;;
4917;onyx-realty.ru/newbuildings/econom/zhk-oniks-13;88622960607,88002000607,89882360607;2917427@onyx-realty.ru;Макаренко, ул. Вишневая	Сочи, ул. Навагинская	Сочи, ул.Навагинская;;;
4918;aovm.ru/molodogvardejskaya-ulica;84955518328;;Москва, улица Боженко	Москва, улица Маршала	Москва, улица Горбунова	Москва, улица Ивана;;;
4919;ikfeniks.ru/severniy;;ikfeniks@mail.ru;Иваново, ул. Карла;;;
4920;consolstroy.ru;89787639011,89788330555,89788186000,89787331188,89787331973,89788017416,85000100000,89788355353,89787331515,89787089794,89787331919,89787331616,89788165181,89788189000,89788618782,89788164981,89788164555,89788184000,89788183000;t.komitet@mail.ru,uandroniks@mail.ru,consolsebastopol@mail.ru,k.poddubnaya@consolstroy.ru,okna-consol@mail.ru,priem@consolstroy.ru,t.pilipenko@consolstroy.ru,i.nemenuschaya@consolstroy.ru,e.degtyareva@consolstroy.ru,a.vasilevskaya@consolstroy.ru,e.turovets@consolstroy.ru,m.turovskaya@consolstroy.ru,consolfeo@mail.ru,webmaster@consolstroy.ru,d.romanko@consolstroy.ru,art-consol@mail.ru,consolsimfi@gmail.com;Керчь, ул. Ленина	Евпатория, ул. Демышева	Симферополь, ул. Бородина	Севастополь, ул. Фиолентовское	Симферополь, ул. Дзюбанова;ИФК Крым-Финанс	Президент-Отель 	Стройкомплект	Консоль-Строй ЛТД	НИИ Натуропатии и Фитотерапии	СК Консоль-Строй ЛТД	СК 	СЗ Крым-Инвестстрой;;6000060000
4921;consolstroy.ru/catalog/3326217;89788183000;a.vasilevskaya@consolstroy.ru,webmaster@consolstroy.ru;Алушта, ул. Богдана;Консоль-Строй ЛТД	СК Консоль-Строй ЛТД;;
4922;kvs-pm.ru;80281020600,88123131812,88127750550,88123131717,81000000000,87847017434,88123131144,88123131145;info@kvs-pm.ru;;;;7804614518
4923;vk.com/territoriya_msk;88004446458;;;;;
4924;t.me/territoriya_msk;;;;;;
4925;wa.me/89689668899;89689668899;;;;;
4926;mycorner.ru;81690011722,88006001725;marketing@mycorner.ru,sales@mycorner.ru;;;;7676767679,9731082608,1660308192
4927;taplink.cc/snegiripark;;;;;;
4928;otvetnn.ru;89202571335,89081604206,89875322107,88312560712,89506242357,89036020089,88314570715,88002348203,88312235107,88314194981,88312118559,88312910512,89519144508,88314100095,88312565521,89201114946,88312339999,89519096603,88314100039,89200585083,88314391830,88314562163,88314570554,88314561659,88314109898,88312199506,88001004901,88312330970,88312310329,88314400004,88002341448,88312227678;e.kuzmina@graz.ru,info@otvetnn.ru,cra@vodokanal-nn.ru,KovalevaEM@nnovgorod.rshb.ru,bakanovMS@vtb.ru,service@otvetnn.ru,Ksenia.Tsorashkina.PFO@gazprombank.ru,rkstovo@mail.ru,электричествоservice@otvetnn.ru,Balyasnikovao@nnovgorod.rshb.ru,yuliya.umyarova@domrf.ru;Новгород, ул. Бекетова	Ельня, ул. Керченская	Кстово, ул. Театральная	Новгород, ул. Кулибина	Кстово, ул. Магистральная	Крутая, ул. Грушевая	Новгород, ул. Большая	Ждановский, ул. Магистральная	Новгород, ул. Белинского	Новгород, ул. Максима	Новгород, ул. Октябрьской	Крутая, ул. Счастливая	Черемисское, ул. Зеленогорская	Крутая, ул. Яблоневая;Россельхозбанк	Жилищный ответ	Реал-Кстово;Союза В. П.;5260283180
4929;youtube.com/channel/ucovbqfwhioqwrcbprr9cbfq;;;;;;
4930;vk.com/zilishni_otvet;88312310215;;;;;
4931;gestor.spb.ru;89213846246,88122336767;bazis-m@gestor.ru;;ПСК;;7813488771
4932;viber.click/79213846246;;;;;;
4933;gestor.ru;81080000000,80281002052,88053537775,88470023096,89955987888,89626851233;598-78-88rospatent@gestor.ru,mail@example.com,598-78-88mail@gestor.ru,044525388mail@gestor.ru,rospatent@gestor.ru;Санкт-Петербург,ул. Кронверкская;;;
4934;wa.me/79213846246;89213846246;;;;;
4935;sgora.ru;84953749490;Sale@sgora.ru;;;;
4936;atlas31.ru;;info@atlas31.ru,atlasvideo@yandex.ru;Белгород, ул. Щорса;МК Таргет;;
4937;ok.ru/group/53743296839765;;;;;;
4938;vk.com/good1zem;;;;;;
4939;youtube.com/channel/ucadxfhuwohjm19e4dl6uy4a;;;;;;
4940;ngloriya.su;89218418727;;Новгород,ул. Менделеева;;;5321072550
4941;ngloriya.su/prodazha-kvartir;89218418727;;Новгород,ул. Менделеева;;;
4942;domumory.com;89881371678;dom.ymorya93@yandex.ru;;;;
4943;vk.com/domymorya93;89881371678;dom.ymorya93@yandex.ru;;;;
4944;investtransstroy.ru/?itemid=7&id=7&option=com_content&view=article;;;;;;
4945;vk.com/an_riel;;;Ижевск, ул. Карла;;;
4946;vk.com/developghelezno;;;;;;
4947;sazonov.estate;;;;;;
4948;youtube.com/@vssazonov;;;;;;
4949;t.me/vladimirsazonov;;;;;;
4950;wa.me/89110910107;89110910107;;;;;
4951;vk.com/dev/communitymessages;;;;;;
4952;vk.com/vssazonov;89110910107;;;;;
4953;twitter.com/v_sazonov;;;;;;
4954;viber.click/89110910107;;;;;;
4955;twitter.com/vssazonov;;;;;;
4956;ok.ru/vssazonov;;;;;;
4957;vk.com/sazonov.estate;89110910107;;;;;
4958;dom-lclub.ru;84950238900,85835669291;;;;;
4959;pgsk777.com;;support@regery.com;;;;
4960;vssdom.ru/living-house/orbita;;;;;;
4961;actorgalaxy.ru;;;;;;
4962;lehtusi-park.severnaya-dol.ru;80441044200,87227221000,88124072536,80020043204,80020002800,80441044204,80430044104;;Речка, ул. Школьная;;;
4963;alyans-penza.ru;;;Засечное, ул. Семейная;;;
4964;aovm.ru/zvyozdnaya-ulica;84955518328;;Москва, улица Александры	Москва, улица Горчакова	Москва, улица Адмирала;;;
4965;kp-romanovka.ru;84957758962;info@kp-romanovka.ru;;;;
4966;cutt.us/hymlm;;;;;;
4967;brusnika.ru;84951813115,84951197286,89030803000,88001001887,88002007047;pr@brusnika.ru,garantia@brusnika.ru,invest@brusnika.ru,pravda@brusnika.ru;Екатеринбург, ул. Малышева	Сапроново, улица Калиновая;;;
4968;zemlyamo.ru/kottedzhnye-poselki/kp-vzgore;84951502049;info@zemlyamo.ru;Москва, ул. Гарибальди;;;
4969;chgs.ru;81040000000,89227447027;ukgs2014@yandex.ru,vks_pto@mail.ru,tns@kpd.miass.ru,asberg1@mail.ru,vks_id@mail.ru,santehstrojs@yandex.ru,pos21@mail.ru,udg139@mail.ru,dorstroy-2018@mail.ru,stgrad74@mail.ru,abramov.a0504@gmail.com,chgc@mail.ru,suem3@mail.ru,okna-lux74@yandex.ru,zemstroy74@mail.ru;Челябинск, ул.Дегтярева	Челябинск, ул. Энтузиастов	Челябинск, ул.Энтузиастов	Челябинск, улица Бейвеля	Челябинск, Улица Енисейская	Челябинск, улица Энтузиастов	Миасс, ул. Севастопольская	Челябинск, ул.Краснознаменная	Кременкуль, ул. Почтовая;ПРОСПЕКТ-3	АК БАРС	Водоканалстрой	ДОРСТРОЙ	Южуралэлектро-монтаж-3	Сантехстрой	Проспектотделстрой	Миасский завод КПД	Энергоресурс	Земстрой;;7453017809
4970;wa.me/79215486465;89215486465;;;;;
4971;aovm.ru/2-ya-zvenigorodskaya-ulica;84955518328;;Москва, улица Сергея	Москва, улица Красная;;;
4972;zemleburg.ru;88125021430;mail@zemleburg.ru;;;;7842186937
4973;grandstroy38.ru/progress_about;;info@gs38.ru;;;;
4974;valensia.ru;84956600915;info@valensia.ru;;ВАЛЕНСИЯ;;
4975;aovm.ru/trubnikovskij-pereulok;84955518328;;Москва, улица Новый;;;
4976;ammis.ru;;;;;;
4977;vk.com/ammis_ru;88007074426;;;;;
4978;youtube.com/channel/ucq2wwmyvzrzab0w_dbkpuqw;;;;;;
4979;zen.yandex.ru/ammis;;;;;;
4980;soglasovanie78.ru;89219679998;mail@soglasovanie78.ru;;;;
4981;vk.link/vesta.segezha;89114047279;;;;;
4982;vk.com/club162773435;89114047279;;;;;
4983;vk.com/vesta.segezha;89114047279;;;;;
4984;mosgorbti.ru;89629424425,84956290280;realty.mos@mosgorbti.ru;Коммунарка, ул. Сосенский;;;
4985;twitter.com/@mosgorbti;;;;;;
4986;krasnopolsky74.ru;80000000000,80442043004,85561523429,89438476672,87221679794,85707221679,89064438476,80422041004,83517001717,86108398455,87221679766,86669921966,84490732355,81255351562,85005761718,83066406320,83276367220,87221679755,80314599609,86669921955,89064721679,83950195353,80423002000,86728588867,80446043000,80020043800,87221679764,80315742187,80000000065,81885639648,80434043004,80430044104,85742187566,86567221679,85561523444,84438476672,88442382858,85561523457,86669921973,84101562550,83247070320,86108398463;info@whire-gr.ru;Челябинск, ул. Цвиллинга;;;
4987;fazendashop.com;89219945864;sale@fazendashop.com;;;;
4988;vk.com/fazendagrup;;;;;;
4989;t.me/s/fazendagroup;88129945864;Group.994-58-64fazendashop.comsale@fazendashop.com,sale@fazendashop.com;;;;
4990;youtube.com/channel/ucccl2vqzwaru4ywhqtl0nvg;;;;;;
4991;aovm.ru/bagrationovskij-proezd;;;;;;
4992;vk.com/public133825594;89361804180;;Сосенское, ул. Александры;;;
4993;petr-velikij.ru;85003891601,87798419000,80310115936,86616611126,89599371302,89927461032,80000000000;;;;;
4994;vk.com/tehnopark100;89127615114,89128540606;;Сарапул,ул.Путейская;;;
4995;dda-re.com/?utm_source=yandexmaps;88006001968;;;;;
4996;aovm.ru/1-j-kazachij-pereulok;84955518328;;Москва, улица Большая	Москва, улица Малая	Москва, улица Коровий;;;
4997;aovm.ru/ulica-zhukovskogo;84955518328;;Москва, улица Покровка	Москва, улица Земляной;;;
4998;ksm-kirov.ru;84095690817,81050000000,89005200052,89005200018,89005200093,80281062700,89539491777,89229453100;ksm@ksm-kirov.ru,marketing@ksm-kirov.ru,legal@ksm-kirov.ru,1.ok@ksm-kirov.ru,office@zavodksm.ru,ksm-basa@mail.ru,ksm-komplekt@mail.ru,sales@ksm-kirov.ru,ot@ksm-kirov.ru,partner@ksm-kirov.ru;Киров, улица Воровского	Киров, ул.Павла	Киров, ул. Энтузиастов	Киров, ул. Воровского;Кировспецмонтаж;;4345077227
4999;youtube.com/user/ksmkirov;;;;;;
5000;vk.com/ksmkirovgroup;;;;;;
5001;pushkin-house.ru;;;;;;
5002;apartment.ru;89161422116,87772007020,89035574586;;Загорье, ул. Михневская	Печатники, ул. Кухмистерова	БирюлевоТоварная, ул.Касимовская	Москва, ул. Кухмистерова	Москва, ул. Пятницкая;ДК 	ЮниКредит Банк	Группа Компаний ПИК	Примавера	Банк Уралсиб;;
5003;youtube.com/channel/ucvtmhie56wocs6s5v1e_mfq;;;;;;
5004;vk.com/mr_group_vk;84950235237;;;;;
5005;youtube.com/channel/ucoenzj1iwjcmrt3rf9wenla;;;;;;
5006;viber.click/79288165506;;;;;;
5007;wa.me/79288165506;89288165506;;;;;
5008;ok.ru/profile/581726276269;;;;;;
5009;vk.com/agroterminal24;83912002255;;;;;
5010;t.me/agroterminal_krsk;;;;;;
5011;vk.com/pborviha;88312150021;;;;;
5012;vk.com/grandntomsk;89009211746,89234466809,89039553361,89373161605;grand-tomsk@yandex.ru;;;;
5013;vk.com/platinum5000001;88435000001;;;;;
5014;aovm.ru/1-j-novyj-pereulok;84955518328;;Москва, улица Шумкина;;;
5015;vk.com/yitdon;88632043131,89612968418,89606859561,89895064886,89040201691;;;;;
5016;vk.com/yitrussia;;;;;;
5017;ok.ru/group/54458114179313;;;;;;
5018;viber.click/79789101001;;;;;;
5019;wa.me/79789101001;89789101001;;;;;
5020;vk.com/public213351045;84992399577,84993223419;;;;;
5021;vk.com/gainrussia;89222333873;;;;;
5022;t.me/pik_ru;;;;;;
5023;youtube.com/channel/ucloyt0q47qyzz1r1kjiizdw;;;;;;
5024;vk.com/pikru;;;;;;
5025;youtube.com/user/regus;;;;;;
5026;youtube.com/@territoriya59;;;;;;
5027;vk.com/territoriya_59;89024726070,83422554046;;;;;
5028;t.me/an_semiya22;;;;;;
5029;wa.me/79293460248;89293460248;;;;;
5030;viber.click/79293460248;;;;;;
5031;t.me/ruzdolina;;;;;;
5032;wa.me/79817680808;;;;;;
5033;aovm.ru/pevcheskij-pereulok;;;;;;
5034;viber.click/79167804064;;;;;;
5035;wa.me/79166804064;89166804064;;;;;
5036;vk.com/dekorum39;84012333111;;;;;
5037;youtube.com/channel/ucwc4v0ehyyovfdds9pa_ima?view_as=subscriber;;;;;;
5038;aovm.ru/17-j-proezd-marinoj-roshchi;84955518328;;Москва, улица Руставели	Москва, улица Добролюбова;;;
5039;vk.com/club188905416;;;;;;
5040;t.me/theterritoria;89169504949,89164700343,89774452871;;Пролетарская, ул. Крутицкая;;;
5041;aovm.ru/ulica-isakovskogo;84955518328;;Москва, улица Василия	Москва, улица Кулакова	Москва, улица Маршала	Москва, улица Твардовского;;;
5042;vk.com/metrika_com;;;;;;
5043;youtube.com/channel/ucec8r_aez8ybrtwhchlgwlq;;;;;;
5044;ok.ru/sntmiloserdie;;;;;;
5045;vk.com/mercy12;;;;;;
5046;aovm.ru/2-j-novopodmoskovnyj-pereulok;84955518328;;Москва, улица Космонавта;;;
5047;vk.com/dsk_vrn;;;;СЗ ;;
5048;aovm.ru/2-ya-brestskaya-ulica;84955518328;;Москва, улица Бутырский	Москва, улица Малая;;;
5049;vk.com/goodgrad;89301000852;;;;;
5050;youtube.com/channel/uctcx5vfabwdsalpwymmu9ww;;;;;;
5051;aovm.ru/ulica-musy-dzhalilya;84955518328;;Москва, улица Борисовские	Москва, улица Генерала;;;
5052;vk.com/cleverkp;89833173378;;;;;
5053;wa.me/79833173378;89833173378;;;;;
5054;wa.me/+79175594111;89175594111;;;;;
5055;vk.com/technoparkfedorovskoye;89643487055,89643306473;;Федоровское, ул.Почтовая;;;
5056;vk.com/inrapark;;;;;;
5057;aovm.ru/ulica-rechnikov;84955518328;;Москва, улица Гурьянова	Москва, улица Речников	Москва, улица Кухмистерова;;;
5058;wa.me/79607172523;;;;;;
5059;vk.com/dom_unost;;;;;;
5060;youtube.com/channel/ucqiwn8-rgnpbd0xtrjxkpdg;;;;;;
5061;vk.com/xvadim;89131217777;;;;;
5062;taplink.cc/elena1_rieltor;;;;;;
5063;viber.click/79219563289;;;;;;
5064;vk.com/1rieltor_spb;89219563289;;;;;
5065;ok.ru/kristallrm;;;;;;
5066;viber.click/79870112555;;;;;;
5067;wa.me/79870112555;89870112555;;;;;
5068;vk.com/garmonia26;89097642180;;;;;
5069;ok.ru/jrgarmonia;;;;;;
5070;youtube.com/user/tretyrimsg;;;;;;
5071;vk.com/isksoyz;;;Барнаул, ул. Солнечная;СЗ 	СЗ;;
5072;youtube.com/channel/ucxs0op-tbrfvqfumdbdqgwg;;;;;;
5073;aovm.ru/denisovskij-pereulok;84955518328;;Москва, улица Радио	Москва, улица Земляной	Москва, улица Александра;;;
5074;ok.ru/perspektiva24spb;;;;;;
5075;vk.com/perspektiva24_spb;;;;;;
5076;wa.me/79692001299;89692001299;;;;;
5077;viber.click/79504764999;;;;;;
5078;vk.com/berezniki.nedvizhimost;89504764999;;;;;
5079;vk.com/udarnik_orel;89192001284;;;;;
5080;t.me/maxdon_realty;;;;;;
5081;viber.click/79101024205;;;;;;
5082;t.me/ladilovanton;;;;;;
5083;vk.com/agentstvo__nedvizhimosti;89960146004,88314230095,89101024205;;Дзержинск, улица Петрищева	Новгород, улица Бориса;;;
5084;wa.me/79101024205;89101024205;;;;;
5085;vk.com/an_samarinaiko;89026647389,89648647630;;;;;
5086;wa.me/79648647630;89648647630;;;;;
5087;viber.click/79648647630;;;;;;
5088;vk.com/apraksinskaya_usadba;88126158581;;;;;
5089;vk.com/krost_ru;84957950888;;Park, ул. Маршала;;;
5090;youtube.com/user/krostru;;;;;;
5091;t.me/marialenicheva;;;;;;
5092;wa.me/79995504429;89995504429;;;;;
5093;t.me/evrogorodyalta;;;;;;
5094;ok.ru/fotodostop;;;;;;
5095;vk.com/yaltaevrogorod;89780205357,89787616650;;;;;
5096;youtube.com/channel/ucumiffftxuawgdkzfwn5tca;;;;;;
5097;ok.ru/group/56569881296925;;;;;;
5098;vk.com/novostroyki.shop;88612052641;;;;;
5099;t.me/n88005552276;88005552276;;;;;
5100;ok.ru/group/62276511137916;;;;;;
5101;wa.me/79280351463;;;;;;
5102;vk.com/yandex.maps;89117578172;;;;;
5103;youtube.com/channel/ucqrkowk4iohhrmhc1rzvtug;;;;;;
5104;aovm.ru/stremyannyj-pereulok;84955518328;;Москва, улица Шаболовка	Москва, улица Малая	Москва, улица Коровий;;;
5105;aovm.ru/shchukinskaya-ulica;84955518328;;Москва, улица Габричевского	Москва, улица Маршала;;;
5106;vk.com/esperantaspb;88126434336;;;Эсперанта;;
5107;wa.me/78126434336;88126434336;;;;;
5108;viber.click/78126434336;;;;;;
5109;youtube.com/channel/ucplwb7pygv0au4b6wdnkeja;;;;;;
5110;vk.com/irealty_ru;84951202602;;;;;
5111;ok.ru/ayax.realty;;;;;;
5112;vk.com/ayax.realty;88002345844,88007758567;;;;;
5113;vk.com/ayax_rielt;;;;;;
5114;youtube.com/user/ayaxrielt;;;;;;
5115;t.me/severnoepodmoskovie;;;;;;
5116;vk.com/severnoepodmsk;89774600038;;;;;
5117;t.me/alexeynovikovloks;;;;;;
5118;wa.me/79538924318;89538924318;;;;;
5119;vk.com/ulkpd2;;;Ульяновск, ул. Корюкина;;;
